,AUTOMATIC,LOG PROB,IS_CORRECT
375,talk about in conversation to feel worthy anymore,-68.55414438,TRUE
700,but in patients with Alzheimer's disease,-68.65749359,TRUE
884,I remember being like this is crazy Hannah,-68.65970802,TRUE
458,to get clearer in your communication and,-68.7425518,TRUE
146,is technology we're constantly getting better,-68.78325844,TRUE
1142,are precisely the things that stop wild salmon,-68.81034088,TRUE
476,you can't have deep meaningful relationships,-68.8934617,TRUE
311,and Technology Consulting spending almost a decade,-68.95927811,TRUE
940,now an Olympic sport what will be the,-69.00124168,TRUE
531,about a third of Our Lives doing,-69.21731281,TRUE
896,in the mainstream but on the other end,-69.25083017,TRUE
20,of a sustainability crisis this is an industry,-69.50590181,TRUE
371,what would happen What would go wrong,-69.71206284,TRUE
1241,particularly muscles now muscles are very high,-69.81711578,TRUE
583,basic problem that each organ has to solve,-69.8269434,TRUE
844,the uh oh dance Beyonce called it,-69.98819447,TRUE
266,oh have I done something weird like that,-70.03201962,TRUE
1170,chickens feathers blood bone get ground up,-70.09616041,TRUE
1095,and turning them into shrimp feed an ecosystem,-70.35339403,TRUE
110,to the mushroom into the ecosystem around it,-70.45115089,TRUE
182,with Milo and Stella McCartney designed the,-70.51085949,FALSE
972,we work to remind ourselves we hear,-70.5874753,FALSE
1243,they are also extremely fuel efficient to,-70.72441006,TRUE
277,to rest I need some space right now,-70.72493696,TRUE
1076,are the things that hold soil together protect,-70.81504488,TRUE
469,our teams to feel trust and connection,-70.81751204,TRUE
445,matter what workplace or organization I change,-71.02892685,TRUE
727,the development of conditions like Alzheimer's,-71.05901432,TRUE
578,and as they spread out they Supply nutrients,-71.15916681,TRUE
748,at stake which is why understanding these very,-71.30958891,TRUE
467,about your organization again clarify the language,-71.39476824,TRUE
1064,a terrible product 5 10 15 pounds of wild fish,-71.43543267,TRUE
604,well that that seemingly mundane question is where,-71.46462727,TRUE
874,it's working made me feel empowered,-71.49767399,FALSE
629,within the tissue itself we labeled the blood,-71.56647921,TRUE
58,days almost nobody was working on sustainable,-71.57767296,TRUE
193,can and will be made with sustainable materials,-71.62126207,TRUE
1127,this is my home state of Connecticut Connecticut,-71.63615561,TRUE
897,it's working going mainstream played a,-71.70258331,FALSE
296,our subconscious that it goes past the point,-71.8797121,TRUE
1099,um is this ultimate Global fish these huge,-71.89395857,TRUE
457,like family around work or organizations try,-71.94135094,TRUE
1085,is a phenomenon that the filmmaker Mark Benjamin,-71.97268152,TRUE
1231,of the carbon efficiency scale they also are,-72.01274729,TRUE
1096,literally eating itself and spitting out shrimp,-72.05049992,TRUE
889,working as I quote disturbing and disgusting,-72.0732069,FALSE
424,our subconscious behaviors were formed in the,-72.12356138,TRUE
70,scale are terrible for our environmental future,-72.13271046,TRUE
1106,called it the international conspiracy to catch,-72.16541958,TRUE
478,to practice healthy boundaries so that we can,-72.29161501,TRUE
1153,of pellets per pound of salmon those pellets,-72.38003922,TRUE
805,West African dances like mapouka traditionally,-72.53142357,FALSE
66,sold over 50 billion dollars of leather goods,-72.54239845,TRUE
663,it's only happening in the sleeping brain,-72.55187082,TRUE
1124,America and throughout the West is salmon now,-72.58555365,TRUE
359,bit of a reflection activity with me,-72.73127174,TRUE
192,first tangible proof that the future of fashion,-72.83852386,TRUE
936,connecting it to gang activity and violence,-72.85421658,TRUE
528,into your life thank you for your time,-72.9373827,TRUE
502,one way to empower mental health for yourself,-72.97125244,TRUE
447,internal change then no matter what external,-73.07876539,TRUE
257,expectations and responsibilities and therefore,-73.09914494,TRUE
451,something I strongly believe in I am also,-73.15809155,TRUE
219,it's also about making this planet beautiful,-73.26400948,TRUE
570,solves the nutrient delivery Problem by sending,-73.27643871,TRUE
388,see what it would be to speak,-73.29973125,TRUE
1146,point of view when they first started farming,-73.42724991,TRUE
71,and so I left this conversation thinking okay,-73.45510578,TRUE
65,2020 alone the five biggest European luxury houses,-73.46306562,TRUE
970,going to keep on doing it because we,-73.62752962,FALSE
686,waste that's accumulated throughout the day,-73.64023066,TRUE
895,black woman could have popularized working,-73.68516207,FALSE
702,the spaces between the brain cells instead of,-73.70937443,TRUE
267,at work have I crossed a boundary before,-73.75337696,TRUE
248,this topic exploring how calling work our family,-73.86961555,TRUE
1098,and also throughout the West is tuna so tuna,-73.95482445,TRUE
481,actually do a work to learn and model,-73.96065569,FALSE
1010,on the menus on Ice shrimp tuna salmon and cod,-74.08460331,TRUE
322,meant that after months of no change,-74.11605406,TRUE
256,family are different entities with different goals,-74.14650536,TRUE
326,really become my everything there is a memory,-74.20150805,TRUE
750,may be critical for preventing and treating,-74.26560974,TRUE
929,that on mainstream stages we're practicing,-74.30774117,TRUE
696,product of these recent studies Focus most on,-74.35420609,TRUE
102,just beneath the surface inside that tree are,-74.65869188,TRUE
1186,of American culinary and Innovation the filet,-74.7305398,FALSE
995,shores of Connecticut and these are the,-74.74518728,TRUE
271,us really have learned or defined before so,-74.81087542,TRUE
278,survivaly speaking boundaries are critical,-74.81821299,TRUE
83,and strong now contrast that to your closet all,-74.85118198,TRUE
370,let's lean into that and ask why not,-74.87028074,TRUE
25,I've come to believe that ignores fundamental,-74.90269566,TRUE
302,relationships and we start living life in,-74.93250322,TRUE
449,from the same patterns over and over again,-75.04481316,TRUE
812,transatlantic slave trade to the ring shout in,-75.18197966,TRUE
396,and I have people in my life that,-75.33415127,TRUE
1258,last 20 years tremendous sources of marine life,-75.34633017,TRUE
236,to our mental and emotional health without our,-75.42175961,TRUE
225,like this and a little bit more like this,-75.53813124,TRUE
518,heart attack and be like yo you should really,-75.69033337,TRUE
804,in Black Culture it has a direct parallel to,-75.72718954,FALSE
18,and on and those materials matter because those,-75.74259329,TRUE
623,that organizes and facilitates this process,-76.0653739,TRUE
925,practice it's hip opening it's empowering,-76.10945892,TRUE
924,it's working as a deep Soulful spiritual,-76.11810875,FALSE
582,and the clearance of that waste is a second,-76.14152765,TRUE
1079,important to this environment well this is what,-76.21811342,TRUE
651,volume so it's actually this really clever,-76.37911129,TRUE
724,they do suggest that the failure of the,-76.43071079,TRUE
186,collection and what that means is that this,-76.44295406,TRUE
195,nature for a better alternative to leather and we,-76.55443287,TRUE
355,way past the point of diminishing returns and,-76.56368685,TRUE
901,co-opted appropriated and taken by pop culture,-76.5670476,TRUE
813,what became the Black American church and so the,-76.72736835,TRUE
944,can we clear Tchaikovsky,-76.80211926,TRUE
394,I have a beautiful life that I've,-76.80848503,TRUE
1103,organization is called icat the International,-76.84525347,FALSE
834,black Southern Culture from DJ Jubilee and cash,-76.92642403,FALSE
907,Reclamation of black things and black culture,-76.96432114,TRUE
367,you tone that part of you back a little,-77.05438375,TRUE
135,many thousands of iterations we have a material,-77.08054161,TRUE
352,for me that perfectionism and people pleasing,-77.08636999,TRUE
132,able to easily incorporate it into the world,-77.13908386,TRUE
431,our homes to our technology to our education why,-77.15639019,TRUE
468,and use boundary say it's a priority for,-77.16255045,TRUE
178,Milo into Yoga and Wellness accessories,-77.18512392,FALSE
345,able to discern when those behaviors are healthy,-77.19242191,TRUE
723,sleep or poor sleep cause Alzheimer's disease,-77.36029911,TRUE
802,so here's some farm to table for that ass,-77.38570929,TRUE
429,relevant and productive to our current lives we,-77.41990948,TRUE
598,amount of waste that must be efficiently cleared,-77.42408943,TRUE
430,update everything else important in our lives from,-77.49167204,TRUE
391,you helped me through such an important time,-77.52575779,TRUE
646,yet the blood vessels they extend from the,-77.58976316,TRUE
974,case of optimism I want everyone to,-77.62549686,TRUE
567,of the body's entire energy Supply even though,-77.64221096,TRUE
607,the neurons and the blood vessels was that the,-77.64659452,TRUE
1155,called the FIFA the fish in and the fishing,-77.71168852,FALSE
213,and the incredible part of all this is that,-77.72026491,TRUE
749,basic housekeeping functions of the brain today,-77.78079319,TRUE
360,as you're comfortable if you can all,-77.80728245,TRUE
743,very quickly but in the brain the consequences,-77.81020832,TRUE
681,from the spaces between its cells until later,-78.03723669,TRUE
575,form a complex Network that fills the entire brain,-78.06640863,TRUE
26,realities of both fashion and Human Nature,-78.10157394,TRUE
557,unique way that the brain meets the high,-78.15360832,TRUE
234,far less recognized and discussed is how calling,-78.18680191,TRUE
673,through and allowing waste to be cleared out,-78.24112701,TRUE
660,but our most surprising finding was that all,-78.25246716,TRUE
566,intense electrical activity uses up a quarter,-78.42505264,TRUE
734,single night but our brains they never rest,-78.60938501,TRUE
448,change I make I will likely keep suffering,-78.62979269,TRUE
212,playlists from four billion years of evolution,-78.63941908,TRUE
157,your yoga pants makes your butt look amazing,-78.67051792,TRUE
484,and over commit try buying some time before you,-78.70495605,TRUE
1187,fish sandwich so the filet fish sandwich actually,-78.70619869,FALSE
81,jumble of fibers mixed together at its Essence,-78.78022289,TRUE
450,now all that being said and all that being,-78.82220745,TRUE
474,within the boundaries of a workplace now when,-78.88790178,TRUE
1054,and Farm fish together you get the equivalent of,-78.91647959,TRUE
656,and what's amazing is that no other organ,-78.94607306,TRUE
934,York invented break dancing it was villainized,-78.97836018,TRUE
1073,area problem is the place where you farm shrimp,-79.0136385,TRUE
4,standing up here talking about my love affair,-79.0181613,TRUE
871,and people would go crazy I performed for,-79.13112688,TRUE
185,there that's now part of Stella's commercial,-79.13379431,TRUE
684,a kind of cleaning mode to clear away the,-79.25756741,TRUE
37,those materials themselves and lucky for us the,-79.33464241,TRUE
574,in the brain of a living Mouse the blood vessels,-79.37237549,TRUE
188,one day be real Milo's commercially viable today,-79.44956064,FALSE
181,the Stan Smith it's their most iconic Style,-79.48055029,TRUE
385,it was worth sacrificing whatever you needed to,-79.52935028,TRUE
571,blood vessels to supply nutrients and oxygen to,-79.58442068,TRUE
207,follow to more quickly improve this world for,-79.61682224,TRUE
272,let's start by defining what boundaries are and,-79.69226265,TRUE
577,and then they dive down into the tissue itself,-79.69344616,TRUE
641,blood vessels like this is a really clever design,-79.74709368,TRUE
657,takes quite this approach to clearing away,-79.76791191,TRUE
1101,for tuna to be well managed our own management,-79.81068611,TRUE
1091,gets ground up and turned into shrimp food and,-79.81526423,TRUE
252,first Baseline by understanding why calling,-79.82570696,TRUE
730,about sleep that even Galen understood about,-79.9173913,TRUE
138,but most importantly it's sustainable so when,-79.97963667,TRUE
420,us safe and efficient however it can also become,-80.04180098,TRUE
562,corresponding Solutions and the first problem that,-80.10449839,TRUE
235,work our family can actually be quite detrimental,-80.16022587,TRUE
346,or unhealthy for me where those behaviors started,-80.30848932,TRUE
1290,we might have a little more of this thank you,-80.32083321,TRUE
306,I get that I have lived through that and,-80.33323193,TRUE
798,know where everything comes from you should know,-80.36808634,TRUE
361,just close your eyes Wherever You Are,-80.38309431,TRUE
682,and then when it goes to sleep and has,-80.39233685,TRUE
659,solution that is entirely unique to the brain,-80.40494823,TRUE
153,and I have bad news for you here historically,-80.41634369,TRUE
1003,I started kind of figuring out well what,-80.4251523,TRUE
1161,on the planet it's growing at something like,-80.43021107,TRUE
1065,are regularly killed to bring one pound of,-80.4982276,TRUE
1002,very personal point of view as a fisherman,-80.52276754,TRUE
563,every organ must solve is a continuous supply of,-80.54746294,TRUE
1069,University it was found that Dragon for shrimp is,-80.55747986,FALSE
1177,that are taken from the ocean and used and,-80.57717705,TRUE
1050,story is this incredible boom in fish farming and,-80.5859499,TRUE
725,brain to keep its house clean by clearing,-80.59400892,TRUE
1237,and double the price for the fishermen and make,-80.60985422,TRUE
224,to try to make work feel a little less,-80.6586051,TRUE
442,piece of the problem we individually own ourselves,-80.67815971,TRUE
642,solution because the brain the brain is enclosed,-80.68233252,TRUE
301,what we sacrifice our boundaries our time our,-80.81158543,TRUE
55,around amazing human and he loved it he actually,-80.81166315,TRUE
427,due diligence to understand where the blueprint of,-80.81790638,TRUE
1176,20 and 30 million metric tons of wild creatures,-80.82941675,TRUE
858,to town now Big Frida performs bounce music,-80.88640118,FALSE
1138,ought and be so hard on your Connecticut because,-80.89307165,FALSE
377,you might have first adapted or learned this,-80.97420216,TRUE
169,renowned for their competitive nature and their,-81.0343976,TRUE
369,you that pops up with some tension or resistance,-81.0812788,TRUE
1143,from reaching their spawning grounds so as a,-81.09596586,TRUE
661,of this everything I just told you about with,-81.12912178,TRUE
573,in this video here we're Imaging blood vessels,-81.23098946,FALSE
413,safety and efficiency our brain takes each big,-81.27906227,TRUE
671,brain cells themselves seem to shrink opening up,-81.27962685,TRUE
463,kind of asking for a favor clarify that say,-81.28348637,TRUE
403,of what we would technically call identifying our,-81.31097984,TRUE
658,the waste from between it cells this is a,-81.46345568,TRUE
956,swear for my ancestors for sexual Liberation for,-81.48748159,FALSE
542,now that sounds completely ridiculous to us now,-81.66747713,TRUE
410,adapted early on in life especially in childhood,-81.6865344,TRUE
203,advances that replace all the harmful materials,-81.701231,TRUE
560,so almost all the biology that we observe can,-81.71659088,TRUE
1152,feed is produced they're measuring pellets pounds,-81.7277627,TRUE
609,it was really unexpected it was it was ingenious,-81.74287748,TRUE
1185,the story I think is through that classic piece,-81.81848001,TRUE
179,celebrity environmentalist Paris Jackson modeled,-81.91718578,TRUE
436,more about our workplaces and our employers which,-81.96350527,TRUE
653,vessels to take over and replace the function,-82.0035224,TRUE
289,and delaying my hunger and not eating that becomes,-82.01389599,TRUE
1117,much eliminates all the advantages of farming a,-82.11666107,TRUE
863,me from the audience to battle another person and,-82.18722296,TRUE
1058,to being the biggest catcher of fish is also,-82.18816471,TRUE
1129,you look at this map of Connecticut every dot,-82.21932697,TRUE
1057,China as the example because China in addition,-82.28917217,TRUE
819,the origins of this dance through our DNA through,-82.36088085,TRUE
1075,I look at those lovely roots coming down those,-82.37808561,FALSE
1052,or two starting to exceed the amount of wild,-82.38401127,TRUE
650,can gain easy access to the entire brain's,-82.38428545,TRUE
1084,deficit the other thing that's going on here,-82.58332729,TRUE
215,crisis but fashion has a golden opportunity to,-82.59243059,TRUE
638,helping to clear away to clean the waste,-82.61034346,TRUE
294,repressing or sacrificing our needs for others,-82.63300705,TRUE
741,you stop cleaning your kitchen for a month,-82.65084743,TRUE
317,late nights with my friends until my completely,-82.69307041,TRUE
291,into the unhealthy without knowing it is where,-82.72239447,TRUE
515,that when it comes to our mental health we,-82.73947096,TRUE
36,not by changing the humans but by changing,-82.86809874,TRUE
1289,we went with this or some configuration of it,-82.95249271,TRUE
1045,the equivalent of the human weight of China taken,-83.11215401,TRUE
376,then let's practice some curiosity around where,-83.1316309,TRUE
608,brain's solution to the problem of waste clearance,-83.13700199,TRUE
496,members or customers remember that when you're,-83.20128727,TRUE
1092,sometimes many of these vessels manned by slaves,-83.31299591,TRUE
134,none of those things but after many many many,-83.46086454,TRUE
399,as you're ready just gently opening your eyes,-83.46456003,TRUE
674,so it seems the Galen may actually have,-83.51524067,TRUE
719,Quality and sleep duration are associated with a,-83.52021694,TRUE
281,resourcing however it can also be advantageous,-83.53484249,TRUE
568,the brain accounts for only about two percent,-83.60341835,TRUE
1160,aquaculture is the fastest growing food system,-83.78751469,TRUE
34,make fashion sustainable and we're going to,-83.91080618,FALSE
27,you see fashion is not purely functional it's,-83.98660183,TRUE
254,doing so psychologically infers a really big,-84.01424265,TRUE
636,and as it flushed down into the brain along,-84.02181625,TRUE
298,it's where maybe we land into a workplace,-84.04020977,FALSE
759,and now the back of the dress can we get,-84.09375334,TRUE
551,incredible restorative function for the mind,-84.094244,TRUE
310,mental Wellness I started my career in management,-84.17832804,TRUE
751,diseases of the mind tomorrow thank you,-84.18188143,TRUE
654,of a second set of vessels the lymphatic,-84.23060703,TRUE
1238,that our way of treating these particular fish,-84.2371707,TRUE
685,waste from the spaces between its brain the,-84.26879883,TRUE
232,it's a phrase that started with positive intent,-84.27468634,TRUE
1227,directly instead of feeding them to Salmon there,-84.27638483,TRUE
128,and this is where science has to meet design,-84.28316879,TRUE
490,communicating boundaries clarify what you need,-84.28858089,TRUE
245,modern accessible and science-backed since that,-84.30524492,TRUE
678,2000 years later suggests that what's happening,-84.35540247,TRUE
1109,is total room for improvement but it remains to,-84.36335087,TRUE
556,some of the brain's most basic needs a,-84.36433363,TRUE
954,the church ladies who shout for the sex workers,-84.36733627,TRUE
156,stretchy fiber it's in your blue jeans,-84.45654249,TRUE
986,this is a dream come true thank you,-84.46629906,FALSE
1182,thing um it's you know what the industry calls,-84.52068233,TRUE
79,so this is a microscope image of the collagen and,-84.53377247,FALSE
742,your home will become completely unlivable,-84.55957413,TRUE
17,cotton leather nylon polyester that list goes on,-84.59588003,TRUE
1175,um what you're talking about is something between,-84.6127696,TRUE
576,volume they start at the surface of the brain,-84.64153051,TRUE
691,that we have to do the weekend rolls around,-84.65409803,TRUE
260,really weird mole on my pregnant belly and roll,-84.70164061,TRUE
242,experienced corporate leader in 2018 I founded,-84.71887589,TRUE
893,misunderstood and taken out of context,-84.71942759,TRUE
97,and that's what brought me to the world,-84.75184679,TRUE
92,microstructure as the collagen in cowhide,-84.9369483,TRUE
103,millions of stringy little strands that are,-84.97387028,TRUE
1131,in the state of Connecticut I often say this,-85.02410889,TRUE
647,surface of the brain down to reach every single,-85.03952742,TRUE
290,unhealthy too this shift of delaying our needs,-85.04410648,TRUE
580,now just as every cell requires nutrients to fuel,-85.04493666,TRUE
407,emotions which our brain largely learns based,-85.07224941,TRUE
1244,bring a pound of muscles to Market is about,-85.07773972,TRUE
378,when it might have helped or protected you,-85.11442566,TRUE
197,and this story Milo's story is just one small,-85.1449337,FALSE
1210,Pollock the next choice is probably going to,-85.17336464,TRUE
728,so what this new research tells us then is,-85.19892454,TRUE
402,so part of that reflection activity is an example,-85.23917818,TRUE
680,most busy it puts off clearing away the waste,-85.27575397,TRUE
180,Milo in this fashion editorial Adidas redesigned,-85.27748585,FALSE
504,when it comes to talking about mental emotional,-85.30928707,TRUE
713,to the problem of waste clearance then this may,-85.34723425,TRUE
12,the average consumer can't tell you the difference,-85.36881447,TRUE
955,I Twerk because black women are undeniable I,-85.39205456,TRUE
808,worship or a dance to do at a wedding,-85.39993525,TRUE
332,without it and my husband's body language and,-85.431674,TRUE
694,of waste that the brain needs to be clearing,-85.48809052,TRUE
1089,have shrimp draggers dragging for shrimp catching,-85.50804234,TRUE
1134,feel that we could have an infinitely better world,-85.52315712,TRUE
77,we have to replicate to make a great material,-85.53761578,TRUE
669,rushing through the brain and we discovered that,-85.53791666,TRUE
380,be perfect to avoid shame or discipline or when,-85.54581118,TRUE
460,as brene Brown says clear is kind unclear,-85.57823324,FALSE
588,ways from the spaces between the cells it collects,-85.60075569,FALSE
943,I think I'm playing take out their life,-85.61947155,FALSE
275,identify communicate and take action on our needs,-85.66520786,TRUE
1024,ago you'll see these four mammals pigs cows sheep,-85.68759978,TRUE
455,else can we do offer three smaller steps first,-85.69711399,FALSE
198,example in a much broader movement it's the,-85.72894907,TRUE
1100,Management areas have to be observed in order,-85.80872154,TRUE
558,demands and the narrow margins that set it,-85.88189507,TRUE
1229,efficient to bring to Market a fraction of the,-85.89776754,TRUE
632,us was that the fluid on the outside of the,-85.90575027,TRUE
64,the most pivotal materials in the Fashion World in,-85.92313099,TRUE
1140,it's a national epidemic it's an international,-86.03980255,TRUE
472,family we're like a professional sports team it,-86.04338694,TRUE
1070,one of the most carbon intensive ways of fishing,-86.06877041,FALSE
1135,but I made this particular comment at a convention,-86.07012081,TRUE
1204,to Atlantic Cod we all know what happened to,-86.08988905,TRUE
164,this is where fashion can be transformational,-86.1745019,TRUE
559,apart from all the other organs of the body,-86.17739248,TRUE
269,many of us never learned boundaries it's,-86.19626284,TRUE
923,what's your number but it's not just sexual,-86.21472454,FALSE
848,video for her single crazy in love the world was,-86.28771305,TRUE
1169,chickens uh because uh the byproducts of,-86.33716154,TRUE
1048,now the largest fishing nation in the world well,-86.40356159,TRUE
348,I needed to be perfect and to people please and,-86.45437169,TRUE
300,just triggers into give it everything no matter,-86.49436092,TRUE
1178,ground up that's the equivalent of a third,-86.49494505,TRUE
244,workplace mental Wellness services that were more,-86.51828909,TRUE
900,from Fashion to music to the way we talk is,-86.57829332,TRUE
1136,once of national parks officers and this guy from,-86.6001358,TRUE
1067,fuel inefficient to bring to the market in a,-86.61148643,TRUE
51,and we did just that and the very first product,-86.61607552,TRUE
131,has to be functional and designers need to be,-86.66342783,TRUE
325,and that was devastating for me because work had,-86.72451544,TRUE
785,at a teen club called the Z in Houston Texas,-86.77887201,TRUE
72,what makes leather leather and the truth is nobody,-86.78357983,TRUE
216,lead the charge to live with nature instead of,-86.80822372,TRUE
565,in the brain that is especially critical it's,-86.80943632,TRUE
489,stuck in the same repetitive pattern when you're,-86.81814432,TRUE
365,a people pleaser struggles to set boundaries,-86.81947899,TRUE
154,it takes decades for a new material to reach,-86.91471243,TRUE
505,health our behaviors in our past that can feel,-86.96027565,FALSE
8,a degree in fashion but here I am standing with,-87.06374788,TRUE
316,went to my soul cycle classes did brunch and,-87.065835,TRUE
1038,uh sonar lightweight polymers all these things,-87.11912537,TRUE
1159,with the amount of salmon that we're producing,-87.13821316,TRUE
42,hits and bring them to the world of design,-87.14105034,TRUE
514,Health we seek out financial advisors why is it,-87.22565651,TRUE
1018,the natural world down to very few elements we did,-87.24977064,TRUE
446,if I never take accountability to drive my own,-87.2938571,TRUE
41,from Nature's 4 billion year catalog of greatest,-87.32099533,TRUE
2,chemistry and chemical biology to prove it which,-87.33022738,TRUE
1167,so we got chickens and they're eating fish,-87.3567853,TRUE
992,like to play them and then like to watch them,-87.37188435,FALSE
540,the rest of the body would come rushing back,-87.38334084,TRUE
168,Adidas and now normally fashion brands are like,-87.3893795,TRUE
174,competition we did just that with the idea,-87.39131737,TRUE
233,and has had positive outcome however what's gone,-87.43077803,TRUE
1254,is incredibly important when we look at the world,-87.44766092,TRUE
1013,notice this sort of shrinking of the market well,-87.6058588,TRUE
279,for us as humans to be able to say,-87.65136766,TRUE
736,Walking In Dreams somewhere the elegant Machinery,-87.69529009,TRUE
40,job as scientists to go find the best inventions,-87.76796293,TRUE
21,that makes 100 billion plus items per year now,-87.83064318,TRUE
1011,and I thought this was pretty strange and as,-87.86502171,TRUE
1035,50 years World War II was a tremendous incentive,-87.91598129,TRUE
374,you lose success would you not have anything to,-87.94496632,TRUE
973,and we ain't going nowhere so in a,-87.95752478,TRUE
606,found as we Dove down into the brain down among,-87.98088312,TRUE
775,my ass has been the topic of conversation my,-87.99107218,TRUE
613,fluid called cerebral spinal fluid we call it,-87.99301481,TRUE
503,or others this year I will recognize that just,-87.9982996,TRUE
1017,it's not an unusual human characteristic to reduce,-88.02201176,TRUE
